,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle,GKDiving,GKHandling,GKKicking,GKPositioning,GKReflexes,Duty
14953,middle,middle,top,bottom,top,middle,middle,middle,top,top,top,top,middle,top,middle,top,top,top,middle,middle,top,middle,middle,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,1
14954,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,top,middle,top,middle,top,middle,middle,middle,middle,bottom,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
14955,middle,middle,middle,middle,top,top,top,middle,top,top,top,top,middle,top,top,middle,middle,top,middle,middle,middle,middle,middle,top,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
14956,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,top,middle,top,top,middle,middle,middle,middle,middle,middle,middle,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,3
14957,middle,middle,top,middle,top,top,middle,top,top,top,top,top,middle,top,middle,top,middle,middle,middle,middle,middle,middle,top,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
14958,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,middle,middle,bottom,top,bottom,middle,bottom,bottom,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,top,top,middle,middle,top,0
14959,middle,middle,middle,middle,top,middle,middle,middle,top,top,top,middle,middle,top,top,middle,middle,middle,middle,middle,bottom,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
14960,middle,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,middle,middle,middle,middle,middle,bottom,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
14961,middle,middle,top,middle,top,middle,middle,middle,middle,top,top,top,middle,top,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,2
14962,bottom,middle,middle,bottom,middle,bottom,bottom,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,middle,top,bottom,middle,middle,top,top,top,middle,bottom,bottom,bottom,bottom,bottom,1
14963,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,middle,middle,bottom,middle,bottom,top,bottom,bottom,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,middle,middle,middle,top,middle,0
14964,bottom,top,middle,bottom,middle,bottom,middle,middle,middle,top,top,middle,middle,top,middle,top,top,top,bottom,middle,top,middle,middle,middle,top,top,middle,middle,bottom,bottom,bottom,bottom,bottom,1
14965,bottom,top,top,bottom,top,middle,middle,middle,top,top,top,middle,middle,top,middle,middle,top,middle,middle,top,middle,middle,middle,middle,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,2
14966,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,bottom,middle,middle,middle,bottom,middle,bottom,middle,bottom,bottom,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,middle,top,middle,middle,middle,0
14967,middle,middle,top,middle,top,middle,middle,middle,top,top,top,top,middle,middle,top,middle,middle,top,middle,bottom,bottom,middle,middle,top,middle,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,3
14968,bottom,top,middle,bottom,middle,middle,bottom,middle,top,top,middle,middle,middle,top,middle,top,top,middle,bottom,middle,middle,middle,bottom,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
14969,bottom,bottom,middle,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,middle,middle,bottom,middle,middle,top,bottom,bottom,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,top,middle,top,middle,top,0
14970,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,middle,bottom,middle,bottom,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,top,middle,middle,middle,top,0
14971,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,middle,top,top,top,middle,middle,middle,middle,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
14972,middle,top,top,middle,middle,top,middle,top,middle,middle,middle,middle,middle,top,top,top,top,top,middle,top,top,middle,middle,middle,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,2
14973,middle,middle,middle,middle,middle,middle,bottom,middle,middle,top,top,top,top,top,middle,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
14974,middle,middle,top,middle,top,middle,middle,top,top,top,top,top,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
14975,bottom,middle,middle,bottom,bottom,bottom,middle,middle,middle,middle,top,middle,middle,middle,middle,top,top,top,bottom,middle,middle,bottom,bottom,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
14976,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,middle,top,top,top,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
14977,middle,middle,middle,middle,top,top,middle,middle,top,top,top,top,middle,top,middle,top,middle,middle,middle,top,bottom,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
14978,middle,middle,middle,middle,top,middle,middle,middle,middle,top,top,top,middle,top,middle,middle,middle,middle,middle,bottom,bottom,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
14979,middle,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,bottom,middle,middle,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,1
14980,middle,top,top,bottom,middle,middle,middle,middle,top,top,top,middle,middle,middle,middle,top,middle,top,middle,top,middle,middle,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,2
14981,middle,middle,middle,middle,top,middle,middle,middle,middle,top,top,top,top,top,middle,top,middle,top,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
14982,middle,bottom,middle,middle,top,middle,middle,middle,middle,top,top,top,middle,top,top,middle,middle,middle,middle,middle,bottom,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
14983,middle,middle,top,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,middle,middle,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,3
14984,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,middle,middle,middle,middle,middle,top,top,middle,middle,middle,top,middle,middle,middle,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,2
14985,middle,middle,top,middle,middle,middle,middle,middle,top,top,top,top,middle,top,middle,top,top,top,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
14986,middle,middle,top,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
14987,bottom,bottom,middle,bottom,bottom,bottom,bottom,middle,bottom,middle,middle,middle,top,top,bottom,top,middle,top,bottom,middle,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,middle,middle,top,top,middle,0
14988,top,middle,middle,middle,middle,middle,middle,middle,top,top,top,top,middle,middle,top,top,middle,middle,middle,middle,bottom,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
14989,middle,middle,middle,middle,top,top,top,top,top,top,top,top,top,top,top,top,middle,top,middle,top,middle,top,middle,top,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
14990,middle,bottom,middle,middle,middle,top,middle,middle,top,top,top,top,middle,top,top,middle,middle,middle,top,middle,bottom,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
14991,middle,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,middle,middle,middle,middle,middle,bottom,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
14992,middle,middle,top,middle,middle,middle,middle,middle,top,top,top,top,middle,top,middle,top,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
14993,top,top,middle,middle,middle,middle,middle,middle,middle,top,top,middle,middle,middle,middle,top,top,top,middle,middle,bottom,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
14994,bottom,middle,middle,middle,middle,middle,bottom,middle,middle,middle,top,middle,middle,middle,middle,top,middle,top,bottom,middle,middle,bottom,bottom,middle,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,1
14995,middle,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,top,middle,middle,middle,middle,middle,top,top,middle,middle,middle,bottom,middle,bottom,bottom,bottom,bottom,bottom,2
14996,bottom,middle,middle,bottom,middle,bottom,middle,middle,middle,top,top,top,middle,top,bottom,top,top,middle,bottom,middle,top,middle,middle,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,1
14997,middle,middle,top,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
14998,middle,middle,middle,bottom,middle,middle,middle,middle,top,middle,top,top,middle,middle,middle,middle,top,top,middle,middle,middle,bottom,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
14999,bottom,middle,middle,bottom,middle,middle,bottom,middle,middle,middle,middle,top,top,top,middle,top,top,top,bottom,top,middle,middle,bottom,middle,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,1
15000,top,middle,middle,middle,middle,middle,middle,middle,top,top,top,top,middle,top,middle,top,middle,middle,middle,middle,bottom,top,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
15001,middle,middle,middle,middle,top,bottom,middle,middle,middle,top,top,top,top,top,top,top,top,top,top,top,bottom,top,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,3
15002,middle,middle,middle,middle,middle,bottom,middle,middle,middle,top,top,middle,middle,middle,middle,top,top,top,middle,middle,middle,middle,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
15003,bottom,middle,middle,bottom,middle,bottom,bottom,middle,middle,top,top,top,middle,top,bottom,top,top,middle,bottom,middle,middle,middle,bottom,bottom,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,1
15004,middle,middle,top,middle,middle,middle,middle,middle,top,middle,middle,middle,middle,top,middle,top,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
15005,bottom,middle,middle,middle,top,middle,middle,middle,middle,top,top,top,middle,top,middle,top,top,middle,middle,middle,middle,middle,middle,bottom,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
15006,top,top,middle,middle,middle,middle,middle,middle,middle,top,middle,middle,middle,middle,middle,top,middle,middle,middle,bottom,bottom,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
15007,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,middle,middle,bottom,middle,middle,top,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,top,middle,middle,top,middle,0
15008,middle,middle,middle,top,top,middle,bottom,middle,top,top,top,top,middle,top,middle,top,top,top,middle,bottom,bottom,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
15009,middle,bottom,middle,bottom,top,middle,middle,middle,middle,top,top,top,middle,top,middle,top,top,top,middle,middle,bottom,middle,middle,middle,middle,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,2
15010,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,1
15011,middle,middle,top,middle,top,middle,middle,top,middle,top,top,top,middle,top,middle,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
15012,middle,middle,top,middle,middle,top,top,top,top,top,top,top,middle,top,middle,top,middle,middle,middle,middle,middle,middle,top,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
15013,middle,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,top,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,1
15014,top,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,middle,middle,middle,middle,middle,bottom,middle,middle,middle,middle,bottom,bottom,middle,bottom,bottom,bottom,bottom,bottom,3
15015,middle,bottom,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,middle,bottom,bottom,bottom,bottom,bottom,3
15016,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,top,middle,top,middle,top,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,1
15017,middle,middle,top,middle,middle,middle,middle,top,top,top,top,top,middle,top,top,top,middle,top,middle,top,middle,middle,middle,middle,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,2
15018,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,middle,middle,top,middle,middle,middle,middle,top,middle,top,bottom,top,middle,bottom,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,1
15019,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,middle,top,top,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
15020,middle,top,middle,bottom,bottom,middle,bottom,middle,middle,top,top,middle,middle,top,middle,top,top,top,bottom,middle,middle,bottom,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
15021,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,bottom,bottom,middle,bottom,top,bottom,bottom,bottom,bottom,bottom,bottom,middle,bottom,bottom,bottom,middle,top,middle,top,middle,0
15022,middle,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,middle,middle,middle,top,middle,bottom,middle,middle,middle,middle,bottom,middle,middle,bottom,bottom,bottom,bottom,bottom,2
15023,middle,middle,middle,middle,middle,middle,middle,middle,top,middle,middle,middle,middle,top,middle,top,top,top,middle,top,top,middle,middle,middle,middle,top,top,middle,bottom,bottom,bottom,bottom,bottom,2
15024,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,middle,middle,bottom,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,middle,bottom,bottom,bottom,middle,top,middle,top,middle,0
15025,middle,middle,top,middle,middle,middle,middle,middle,top,top,top,top,top,top,middle,top,top,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,bottom,bottom,bottom,bottom,bottom,2
15026,middle,middle,middle,middle,top,middle,middle,middle,middle,top,top,top,middle,top,middle,top,top,middle,middle,middle,middle,top,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,3
15027,top,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,middle,top,middle,top,middle,top,middle,middle,bottom,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
15028,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,bottom,middle,middle,bottom,top,bottom,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,top,top,middle,middle,0
15029,middle,middle,middle,middle,top,middle,middle,middle,middle,top,top,top,middle,top,middle,middle,middle,top,middle,middle,bottom,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
15030,middle,middle,top,middle,top,middle,bottom,middle,top,top,top,top,middle,top,middle,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
15031,bottom,top,middle,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,middle,top,top,top,middle,middle,middle,middle,middle,middle,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,1
15032,bottom,bottom,middle,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,middle,middle,middle,top,middle,middle,bottom,middle,bottom,bottom,middle,middle,middle,bottom,bottom,bottom,top,middle,top,middle,middle,0
15033,top,middle,middle,middle,top,middle,middle,middle,middle,top,top,middle,middle,top,top,middle,middle,top,middle,middle,bottom,top,middle,top,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
15034,middle,middle,top,middle,top,middle,middle,top,top,top,top,middle,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
15035,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,top,middle,middle,bottom,middle,middle,bottom,middle,middle,middle,top,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
15036,middle,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,middle,top,middle,middle,middle,bottom,middle,middle,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
15037,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,bottom,bottom,bottom,middle,bottom,bottom,bottom,middle,middle,middle,middle,top,0
15038,middle,middle,top,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,1
15039,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,bottom,top,bottom,middle,bottom,bottom,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,middle,top,middle,top,middle,0
15040,middle,middle,middle,middle,top,middle,top,middle,top,top,middle,top,top,top,middle,top,top,top,middle,top,middle,middle,middle,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
15041,bottom,middle,middle,bottom,top,middle,middle,middle,middle,top,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,1
15042,middle,middle,top,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,middle,top,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
15043,top,middle,middle,top,top,middle,middle,middle,top,top,top,middle,middle,top,top,top,middle,middle,middle,middle,bottom,middle,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
15044,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,middle,top,top,middle,middle,middle,middle,middle,middle,middle,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,1
15045,middle,top,middle,middle,middle,middle,bottom,middle,middle,top,top,middle,middle,middle,middle,top,top,top,middle,middle,bottom,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
15046,bottom,top,middle,bottom,middle,bottom,middle,middle,middle,top,top,middle,middle,top,middle,top,top,top,bottom,middle,middle,bottom,bottom,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
15047,bottom,middle,middle,bottom,bottom,bottom,bottom,middle,middle,middle,middle,middle,middle,middle,middle,top,middle,top,bottom,middle,middle,bottom,bottom,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
15048,bottom,middle,middle,bottom,middle,bottom,middle,middle,middle,top,top,top,middle,top,middle,top,middle,top,bottom,middle,top,middle,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
15049,middle,top,middle,bottom,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,middle,top,top,top,middle,middle,middle,bottom,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
15050,middle,middle,middle,bottom,middle,bottom,middle,middle,middle,middle,top,middle,middle,middle,middle,top,top,top,bottom,middle,middle,bottom,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
15051,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
15052,middle,middle,top,middle,middle,middle,middle,middle,middle,top,middle,middle,middle,top,middle,middle,middle,top,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
15053,middle,middle,middle,middle,middle,middle,bottom,middle,top,top,top,top,middle,middle,middle,top,top,middle,bottom,middle,middle,middle,middle,middle,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,1
15054,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,bottom,top,bottom,top,bottom,bottom,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,top,middle,middle,middle,middle,0
15055,top,middle,middle,middle,middle,middle,bottom,bottom,middle,middle,middle,middle,middle,top,middle,top,middle,middle,middle,bottom,bottom,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
15056,top,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,middle,top,middle,middle,middle,middle,middle,bottom,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
15057,top,middle,top,middle,top,middle,bottom,top,top,top,top,top,middle,middle,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,2
15058,top,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,top,top,middle,top,middle,middle,bottom,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
15059,middle,middle,middle,bottom,top,middle,middle,middle,top,top,top,top,middle,top,middle,top,top,bottom,middle,top,middle,middle,middle,middle,top,middle,top,middle,bottom,bottom,bottom,bottom,bottom,2
15060,middle,top,top,middle,middle,middle,middle,middle,middle,top,top,top,middle,top,middle,top,top,top,middle,middle,top,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
15061,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,middle,middle,bottom,top,middle,middle,bottom,bottom,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,top,middle,middle,middle,top,0
15062,bottom,middle,top,middle,middle,bottom,middle,middle,middle,top,middle,middle,middle,middle,bottom,middle,middle,top,bottom,middle,middle,bottom,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
15063,top,middle,middle,middle,top,middle,middle,middle,middle,top,top,top,middle,top,middle,middle,middle,middle,middle,bottom,bottom,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
15064,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,top,middle,top,middle,top,top,top,middle,middle,middle,middle,middle,middle,middle,middle,bottom,middle,bottom,bottom,bottom,bottom,bottom,3
15065,middle,middle,top,middle,top,middle,middle,middle,middle,top,top,top,middle,top,middle,top,top,middle,middle,top,middle,middle,middle,middle,top,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
15066,middle,middle,middle,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,middle,middle,middle,middle,middle,bottom,middle,middle,middle,middle,bottom,middle,bottom,bottom,bottom,bottom,bottom,bottom,2
15067,middle,top,middle,middle,middle,middle,middle,middle,top,middle,top,middle,middle,middle,top,middle,top,top,middle,top,top,top,middle,middle,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,2
15068,middle,top,middle,middle,middle,middle,middle,middle,top,top,middle,top,top,top,middle,top,middle,top,middle,top,middle,middle,middle,middle,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,1
15069,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,middle,bottom,bottom,top,bottom,top,bottom,bottom,bottom,bottom,bottom,bottom,middle,bottom,bottom,bottom,top,top,middle,middle,top,0
15070,middle,middle,top,middle,top,middle,middle,middle,top,top,top,top,middle,top,middle,middle,middle,middle,middle,middle,bottom,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
15071,bottom,top,middle,bottom,middle,bottom,bottom,bottom,middle,top,top,middle,middle,middle,middle,top,top,top,bottom,top,middle,middle,bottom,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,1
15072,top,middle,top,middle,middle,top,middle,top,middle,top,top,top,middle,top,top,middle,middle,middle,middle,bottom,bottom,top,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
15073,middle,middle,top,middle,top,middle,top,top,middle,middle,top,middle,middle,top,top,top,middle,middle,middle,top,middle,middle,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,2
15074,middle,middle,middle,middle,middle,middle,middle,middle,middle,top,top,top,top,middle,top,middle,top,top,middle,top,middle,top,middle,top,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,2
15075,bottom,bottom,middle,bottom,bottom,bottom,bottom,middle,bottom,middle,middle,middle,middle,middle,bottom,middle,bottom,middle,bottom,bottom,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,middle,top,top,middle,middle,0
15076,top,middle,middle,middle,top,middle,middle,middle,top,top,middle,top,middle,top,top,middle,middle,middle,middle,middle,bottom,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,2
15077,top,middle,middle,middle,middle,middle,middle,middle,top,top,top,top,middle,middle,top,top,middle,top,top,middle,bottom,middle,middle,top,middle,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,3
15078,bottom,middle,middle,bottom,middle,middle,bottom,middle,middle,middle,middle,middle,middle,middle,middle,top,middle,top,middle,middle,middle,middle,middle,middle,middle,top,middle,middle,bottom,bottom,bottom,bottom,bottom,1
15079,middle,middle,middle,middle,top,middle,middle,middle,middle,top,top,top,top,top,middle,top,top,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,middle,bottom,bottom,bottom,bottom,bottom,1
15080,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,top,middle,middle,middle,bottom,top,bottom,middle,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,middle,top,middle,top,middle,0
15081,bottom,middle,middle,middle,middle,middle,middle,middle,middle,top,top,middle,middle,top,bottom,top,top,top,middle,middle,middle,middle,middle,middle,middle,middle,top,top,bottom,bottom,bottom,bottom,bottom,1
15082,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,bottom,middle,middle,middle,middle,bottom,middle,middle,middle,bottom,bottom,bottom,bottom,middle,bottom,middle,bottom,bottom,bottom,middle,top,top,middle,middle,0
